AÑO;PERIODO;FECHA DE REPORTE DE LA INFORMACIÓN;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;COD_CENTRO;NOMBRE DE CENTRO DE ATENCIÓN;N° DE CASOS - MUJERES;N° CASOS FEMINICIDIO - 0_5 - MUJERES;N° CASOS FEMINICIDIO - 6_11 - MUJERES;N° CASOS FEMINICIDIO - 12_17 - MUJERES;N° CASOS FEMINICIDIO - 18_29 - MUJERES;N° CASOS FEMINICIDIO - 30_59 - MUJERES;N° CASOS FEMINICIDIO - 60_MÁS - MUJERES;N° CASOS - VINCULO RELACIONAL - PAREJA;N° CASO - VINCULO RELACIONAL - EX PAREJA;N° CASOS - VINCULO RELACIONAL - FAMILIAR;N° CASOS - VINCULO RELACIONAL - CONOCIDO;N° CASOS  - VINCULO RELACIONAL - DESCONOCIDO;N° CASOS - VINCULO RELACIONAL - OTROS
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;01;AMAZONAS;;;  ;;0;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;02;ANCASH;;;  ;;2;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;03;APURIMAC;;;  ;;0;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;04;AREQUIPA;;;  ;;14;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;05;AYACUCHO;;;  ;;4;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;06;CAJAMARCA;;;  ;;6;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;07;CALLAO;;;  ;;3;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;08;CUSCO;;;  ;;3;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;09;HUANCAVELICA;;;  ;;1;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;10;HUANUCO;;;  ;;2;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;11;ICA;;;  ;;2;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;12;JUNIN;;;  ;;3;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;13;LA LIBERTAD;;;  ;;2;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;14;LAMBAYEQUE;;;  ;;1;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;15;LIMA DEPARTAMENTO;;;  ;;31;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;16;LORETO;;;  ;;1;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;17;MADRE DE DIOS;;;  ;;1;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;18;MOQUEGUA;;;  ;;2;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;19;PASCO;;;  ;;2;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;20;PIURA;;;  ;;4;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;21;PUNO;;;  ;;3;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;22;SAN MARTIN;;;  ;;3;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;23;TACNA;;;  ;;2;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;24;TUMBES;;;  ;;0;;;;;;;;;;;;
2015;ENE - DIC;11/1/2016;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;25;UCAYALI;;;  ;;3;;;;;;;;;;;;
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;030101;APURIMAC;ABANCAY;ABANCAY;CEM001;ABANCAY;2;;;;;;;1;0;0;0;0;1
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;050101;AYACUCHO;HUAMANGA;AYACUCHO;CEM007;HUAMANGA;2;;;;;;;1;0;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;CEM009;CAJAMARCA;1;;;;;;;0;0;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;070101;CALLAO;CALLAO;CALLAO;CEM010;CALLAO;2;;;;;;;2;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;040201;AREQUIPA;CAMANA;CAMANA;CEM011;CAMANA;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;050201;AYACUCHO;CANGALLO;CANGALLO;CEM012;CANGALLO;1;;;;;;;0;1;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150507;LIMA PROVINCIA;CAÑETE;IMPERIAL;CEM013;IMPERIAL;3;;;;;;;2;0;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150106;LIMA METROPOLITANA;LIMA;CARABAYLLO;CEM014;CARABAYLLO;2;;;;;;;1;1;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;040101;AREQUIPA;AREQUIPA;AREQUIPA;CEM015;AREQUIPA;2;;;;;;;0;1;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;021801;ANCASH;SANTA;CHIMBOTE;CEM020;CHIMBOTE;1;;;;;;;0;0;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;090501;HUANCAVELICA;CHURCAMPA;CHURCAMPA;CEM028;CHURCAMPA;1;;;;;;;0;0;1;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;080108;CUSCO;CUSCO;WANCHAQ;CEM031;CUSCO;1;;;;;;;0;1;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150111;LIMA METROPOLITANA;LIMA;EL AGUSTINO;CEM032;EL AGUSTINO;2;;;;;;;1;1;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;120101;JUNIN;HUANCAYO;HUANCAYO;CEM039;HUANCAYO;4;;;;;;;2;0;0;0;2;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;100102;HUANUCO;HUANUCO;AMARILIS;CEM041;HUÁNUCO;2;;;;;;;2;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;020101;ANCASH;HUARAZ;HUARAZ;CEM042;HUARAZ;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150103;LIMA METROPOLITANA;LIMA;ATE;CEM045;HUAYCAN;4;;;;;;;4;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;110101;ICA;ICA;ICA;CEM048;ICA;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;160108;LORETO;MAYNAS;PUNCHANA;CEM051;IQUITOS;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;211101;PUNO;SAN ROMAN;JULIACA;CEM054;JULIACA;1;;;;;;;0;0;0;0;0;1
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;CEM056;LA ESPERANZA;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150101;LIMA METROPOLITANA;LIMA;LIMA;CEM060;LIMA;2;;;;;;;1;0;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150117;LIMA METROPOLITANA;LIMA;LOS OLIVOS;CEM061;LOS OLIVOS;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;050601;AYACUCHO;LUCANAS;PUQUIO;CEM062;LUCANAS;1;;;;;;;0;0;0;0;0;1
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;CEM063;MADRE DE DIOS;2;;;;;;;2;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;040110;AREQUIPA;AREQUIPA;MIRAFLORES;CEM066;MIRAFLORES;2;;;;;;;2;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CEM067;MOQUEGUA ;1;;;;;;;0;0;1;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;021809;ANCASH;SANTA;NUEVO CHIMBOTE;CEM071;NUEVO CHIMBOTE;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;130601;LA LIBERTAD;OTUZCO;OTUZCO;CEM072;OTUZCO;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;250301;UCAYALI;PADRE ABAD;PADRE ABAD;CEM075;PADRE ABAD;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150133;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;CEM076;SAN JUAN DE MIRAFLORES;1;;;;;;;0;0;1;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;080910;CUSCO;LA CONVENCION;PICHARI;CEM080;PICHARI;2;;;;;;;1;0;0;0;0;1
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;200104;PIURA;PIURA;CASTILLA;CEM082;PIURA;1;;;;;;;0;1;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;CEM083;PUCALLPA;1;;;;;;;0;1;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;210101;PUNO;PUNO;PUNO;CEM084;PUNO;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;080901;CUSCO;LA CONVENCION;SANTA ANA;CEM085;QUILLABAMBA;1;;;;;;;0;1;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150114;LIMA METROPOLITANA;LIMA;LA MOLINA;CEM087;LA MOLINA;2;;;;;;;2;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150132;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;CEM088;SAN JUAN DE LURIGANCHO;6;;;;;;;4;1;0;0;0;1
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150135;LIMA METROPOLITANA;LIMA;SAN MARTIN DE PORRES;CEM089;SAN MARTIN DE PORRES;4;;;;;;;3;0;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;120601;JUNIN;SATIPO;SATIPO;CEM091;SATIPO;1;;;;;;;0;0;0;0;1;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;050901;AYACUCHO;SUCRE;QUEROBAMBA;CEM094;SUCRE;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;200601;PIURA;SULLANA;SULLANA;CEM095;SULLANA;1;;;;;;;1;0;0;0;0;0
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;150141;LIMA METROPOLITANA;LIMA;SURQUILLO;CEM097;SURQUILLO;3;;;;;;;1;0;0;0;0;2
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER005;REGISTRO DE FEMINICIDIO;230101;TACNA;TACNA;TACNA;CEM098;TACNA;4;;;;;;;4;0;0;0;0;0
