Sexo,Educacion,EstadoCivil,Edad,MontoCredito
2,2,1,34,270000
2,1,2,34,410000
2,2,2,29,60000
2,1,1,31,200000
1,3,3,45,50000
2,1,2,35,500000
2,1,1,35,150000
1,3,1,44,170000
2,2,2,25,50000
1,2,1,42,130000
1,3,1,30,120000
1,1,2,28,70000
2,2,1,44,320000
2,2,1,37,110000
2,1,2,30,420000
2,2,1,49,240000
1,1,2,33,380000
2,2,2,22,20000
2,1,2,42,50000
1,3,2,23,20000
2,2,2,31,20000
2,1,2,28,240000
2,2,1,57,340000
2,2,2,23,90000
2,2,1,56,50000
2,2,1,33,210000
2,2,2,25,60000
1,2,1,53,50000
2,1,2,26,50000
2,2,2,26,90000
1,1,1,31,250000
1,3,1,47,290000
1,2,2,35,240000
1,1,2,29,360000
1,1,2,36,340000
2,1,2,48,290000
2,2,2,25,50000
2,2,1,41,310000
1,2,2,22,10000
2,1,2,31,260000
2,3,2,26,180000
1,3,2,26,20000
2,1,2,28,360000
2,1,1,30,80000
2,2,1,44,450000
2,2,2,22,30000
1,1,1,39,500000
2,1,1,34,210000
1,3,2,64,300000
1,4,1,52,100000
1,1,1,47,240000
2,2,2,56,50000
1,2,2,22,20000
2,2,2,23,110000
1,1,3,43,200000
1,3,2,33,220000
2,2,2,43,50000
1,2,2,26,60000
2,1,2,23,20000
1,2,2,39,170000
2,1,2,29,30000
2,1,1,29,160000
1,1,1,35,200000
1,3,2,25,120000
2,1,1,38,230000
2,3,1,42,20000
1,3,2,46,10000
2,3,2,24,100000
2,2,2,24,130000
1,2,2,47,50000
2,3,2,31,140000
1,2,2,49,50000
1,1,2,29,360000
2,2,2,22,20000
2,2,2,33,110000
1,2,2,33,100000
2,1,1,39,260000
2,1,2,23,50000
2,2,1,39,360000
2,2,1,27,30000
1,2,2,23,50000
2,2,2,31,270000
2,1,1,44,250000
1,1,2,48,250000
2,2,1,24,120000
2,3,2,36,250000
2,2,2,29,260000
1,2,1,39,240000
2,2,2,27,60000
2,1,1,40,250000
2,2,2,26,100000
2,1,2,35,150000
2,1,1,45,170000
2,1,2,32,710000
1,2,1,50,20000
2,2,2,36,360000
2,3,1,60,150000
2,3,1,49,150000
1,3,2,58,50000
2,3,1,38,140000
1,1,1,42,250000
1,2,2,36,20000
2,2,1,42,360000
2,2,1,34,160000
2,2,1,30,180000
1,2,2,23,50000
1,2,2,45,50000
2,1,1,60,220000
1,2,1,39,150000
1,2,1,40,160000
2,3,2,30,160000
2,2,1,29,200000
1,1,2,32,190000
2,2,1,32,50000
1,2,2,24,50000
2,2,2,35,140000
2,2,2,26,60000
2,3,1,24,10000
1,1,2,28,400000
2,1,2,44,500000
2,2,2,24,320000
1,1,1,50,240000
2,3,1,44,110000
1,1,2,29,240000
2,3,2,31,50000
2,3,2,46,100000
1,1,2,25,50000
1,3,2,24,50000
1,2,1,43,50000
2,2,2,30,150000
2,2,1,37,200000
2,2,2,28,80000
1,1,1,35,360000
1,2,2,49,120000
1,1,2,28,230000
2,2,1,34,60000
1,2,1,37,90000
1,2,2,29,50000
1,2,1,31,240000
2,2,1,42,230000
2,1,2,23,80000
2,1,2,28,400000
1,1,1,45,120000
1,1,1,39,250000
2,1,2,24,30000
2,1,1,54,150000
1,3,2,37,310000
1,2,2,34,150000
2,1,2,29,80000
2,1,1,37,200000
1,2,2,24,50000
1,2,1,23,190000
1,2,2,33,50000
1,2,2,31,100000
1,1,1,33,150000
1,2,2,43,80000
1,2,1,30,200000
2,3,2,46,120000
2,2,1,49,60000
2,6,1,51,450000
1,1,2,32,120000
1,2,1,43,130000
2,1,2,36,240000
2,2,2,26,90000
1,2,2,25,210000
2,2,2,23,90000
2,1,1,40,420000
1,1,1,63,290000
1,1,2,29,390000
1,1,2,32,230000
2,2,1,29,90000
2,2,1,45,280000
2,1,2,28,280000
2,3,1,25,30000
1,2,1,38,20000
2,1,1,43,180000
2,3,2,26,70000
2,2,1,34,230000
1,2,2,36,50000
1,2,1,47,250000
1,1,1,47,140000
2,2,1,41,140000
2,1,2,25,130000
2,2,1,40,120000
2,2,2,43,60000
2,3,2,32,80000
2,1,1,41,240000
1,3,1,32,50000
2,1,2,33,270000
2,1,1,52,170000
1,2,1,51,50000
2,5,1,29,230000
2,1,2,26,390000
2,2,1,39,200000
2,2,1,27,500000
2,1,2,25,30000
2,1,2,33,450000
1,2,2,25,50000
2,1,2,26,50000
1,1,2,48,220000
2,2,2,33,30000
2,3,1,42,50000
1,2,1,31,50000
2,2,2,24,30000
2,1,2,42,200000
2,2,1,46,50000
2,2,2,26,80000
1,3,1,26,20000
2,2,1,44,70000
1,3,1,44,130000
1,3,1,34,200000
2,1,1,34,320000
2,1,2,27,170000
2,1,2,30,280000
2,2,2,34,10000
1,1,1,35,200000
1,2,2,27,70000
2,1,2,45,230000
2,1,2,40,150000
2,1,1,29,320000
1,1,2,25,50000
2,2,1,44,200000
1,2,1,39,200000
2,2,2,29,160000
1,1,2,42,380000
1,2,1,51,50000
2,2,1,51,500000
1,3,1,34,150000
1,2,2,33,90000
1,2,3,46,60000
1,1,2,27,140000
2,1,2,40,220000
1,3,2,41,450000
1,2,1,48,200000
2,1,2,34,140000
2,1,1,46,290000
1,1,2,34,260000
2,1,2,27,60000
1,1,2,31,280000
2,3,1,40,310000
2,3,1,50,80000
2,1,2,33,150000
1,2,2,28,80000
2,2,1,45,480000
2,2,1,34,350000
1,1,2,30,230000
1,3,2,46,180000
1,2,1,32,50000
2,2,1,43,310000
1,1,1,41,10000
1,1,2,25,280000
1,2,2,52,50000
2,2,2,51,50000
2,1,2,22,10000
1,1,1,43,290000
1,1,2,33,240000
2,2,2,26,100000
2,2,2,25,160000
1,2,1,46,230000
2,2,1,46,230000
2,3,1,41,300000
1,3,2,32,500000
1,1,2,29,200000
2,1,2,44,210000
2,2,2,23,50000
1,2,2,25,130000
2,2,1,37,90000
2,3,1,36,80000
1,3,2,23,30000
2,2,2,30,480000
2,3,1,41,80000
2,2,2,24,90000
1,2,1,31,70000
1,3,2,31,50000
2,3,1,39,110000
1,2,2,30,120000
1,2,2,24,180000
1,2,2,33,50000
2,1,1,29,150000
2,1,2,30,340000
2,2,2,33,300000
2,1,1,36,150000
1,1,2,38,30000
1,2,2,52,50000
1,1,1,42,100000
2,2,1,35,270000
1,1,1,43,320000
1,2,2,26,160000
2,1,2,26,300000
2,2,1,49,30000
1,3,1,41,290000
2,2,1,49,180000
1,1,1,57,150000
2,2,1,30,60000
2,1,2,33,260000
1,2,1,32,150000
1,3,1,55,230000
2,1,2,29,250000
2,2,1,29,70000
1,3,1,44,360000
1,1,1,34,200000
2,1,2,30,30000
1,2,1,30,20000
1,3,2,66,80000
2,1,2,32,260000
2,2,1,35,210000
1,3,1,35,50000
1,1,2,26,140000
1,3,1,42,90000
1,2,1,31,20000
1,1,1,44,360000
2,2,1,57,580000
1,2,2,39,180000
1,2,1,51,60000
2,2,1,25,60000
1,2,2,30,50000
2,2,1,39,100000
1,1,1,46,380000
2,1,1,37,310000
1,2,2,37,50000
1,2,2,33,20000
2,2,2,50,30000
2,2,2,32,50000
2,3,3,52,30000
1,1,1,42,490000
2,1,2,34,500000
1,3,2,27,80000
1,2,1,33,200000
1,1,2,29,360000
1,2,1,39,30000
2,1,1,36,170000
1,2,2,21,10000
2,2,1,52,230000
1,1,1,49,200000
2,1,2,35,160000
1,2,1,34,270000
1,2,2,28,80000
2,1,2,29,360000
2,2,2,27,140000
2,3,2,43,80000
2,1,2,25,200000
2,1,2,25,80000
1,1,1,35,390000
2,2,2,31,80000
2,3,1,44,80000
1,2,1,31,20000
2,3,2,22,30000
1,5,2,23,60000
2,2,2,25,100000
1,2,1,52,100000
2,3,1,48,40000
2,1,2,30,120000
2,3,1,56,20000
2,2,2,26,310000
1,2,2,23,50000
1,2,1,49,500000
1,3,1,40,290000
1,2,2,34,30000
2,1,2,23,100000
2,1,2,31,360000
1,3,1,51,20000
2,2,1,37,150000
2,1,1,31,360000
2,2,1,30,490000
2,2,1,44,40000
2,3,1,36,100000
2,2,2,24,20000
2,2,1,32,500000
1,2,2,28,50000
1,1,2,34,260000
2,2,1,49,140000
1,1,2,49,260000
2,1,2,32,200000
2,2,2,28,50000
2,1,2,32,200000
2,2,2,26,20000
1,3,2,24,10000
1,2,2,34,30000
2,3,1,40,170000
2,3,1,45,50000
2,1,2,34,420000
2,2,1,30,70000
2,2,1,31,300000
1,2,2,31,500000
2,2,2,49,20000
2,1,2,30,280000
1,1,1,41,150000
1,2,1,35,180000
1,1,2,25,50000
2,2,2,24,150000
1,2,2,26,30000
1,1,1,37,250000
2,3,1,39,300000
1,2,1,30,80000
2,3,1,58,50000
1,3,1,36,120000
2,2,1,39,330000
2,2,3,30,140000
2,2,1,50,150000
1,1,1,57,330000
2,1,1,34,380000
1,2,1,32,50000
2,1,2,26,120000
2,2,1,37,150000
2,2,1,38,130000
2,2,2,27,160000
2,3,1,44,30000
1,2,1,33,370000
2,1,1,51,180000
1,2,1,54,50000
2,1,2,34,170000
2,2,1,25,60000
1,2,2,34,20000
1,2,2,23,20000
2,1,2,25,50000
2,3,2,52,150000
2,2,1,34,170000
2,2,1,43,30000
2,1,2,25,50000
1,2,2,25,100000
1,1,1,53,500000
1,1,2,35,180000
1,1,2,33,280000
2,2,2,27,50000
2,2,1,49,360000
1,1,1,44,170000
1,2,1,36,90000
2,2,1,25,50000
1,1,1,24,20000
2,2,1,34,220000
2,4,2,25,200000
2,1,2,29,70000
2,1,1,28,400000
2,1,1,36,90000
2,3,2,54,50000
1,3,1,31,60000
2,3,1,47,50000
1,1,1,52,100000
2,2,1,34,180000
2,1,1,42,210000
2,1,1,35,430000
2,2,1,41,20000
2,2,1,51,40000
2,1,2,27,180000
2,1,2,28,140000
2,3,2,45,30000
1,1,1,36,210000
1,2,1,35,90000
2,1,1,29,160000
2,2,2,27,130000
2,2,2,21,10000
1,2,1,39,170000
1,2,2,29,20000
2,1,2,29,50000
1,1,1,59,360000
2,1,2,23,50000
2,1,2,25,80000
1,1,2,32,160000
1,1,1,37,380000
2,1,2,32,220000
1,3,2,54,50000
2,2,2,50,140000
1,1,2,48,270000
1,2,2,26,50000
2,2,2,25,100000
1,2,2,28,360000
1,2,2,39,20000
1,2,2,27,50000
2,2,2,46,360000
2,2,1,50,20000
1,3,2,42,100000
1,1,2,27,80000
1,3,1,39,140000
2,1,1,28,390000
1,1,1,39,350000
1,2,1,48,170000
2,3,1,37,270000
2,3,1,42,460000
2,3,2,37,200000
2,1,2,28,450000
1,1,1,47,240000
2,1,2,29,260000
2,2,1,34,110000
1,2,1,51,50000
2,3,3,49,250000
1,1,1,41,380000
2,2,1,28,110000
2,1,1,44,200000
2,1,2,41,500000
2,2,1,35,260000
2,2,1,38,270000
1,2,2,29,150000
2,3,3,42,30000
2,1,2,46,290000
1,2,2,30,200000
2,1,2,35,210000
2,2,1,49,100000
2,2,1,45,50000
2,3,2,56,210000
1,2,1,44,240000
2,2,2,25,140000
1,2,1,49,50000
2,1,1,27,360000
1,2,1,47,180000
1,2,2,36,100000
2,2,1,29,90000
2,1,1,37,90000
1,2,1,52,90000
1,3,2,25,30000
1,2,2,29,300000
1,3,1,36,20000
2,1,2,25,30000
2,1,2,27,50000
1,3,1,45,50000
2,1,2,22,30000
2,1,2,28,60000
2,1,2,25,200000
2,2,1,39,450000
2,2,1,32,140000
2,2,1,47,120000
2,2,2,45,270000
1,1,2,46,130000
1,2,1,27,50000
2,2,1,52,220000
1,2,1,26,50000
1,2,2,36,20000
1,3,1,54,110000
2,1,2,36,70000
2,3,1,38,380000
1,4,2,26,160000
1,3,0,35,70000
2,2,2,29,90000
1,3,3,52,130000
2,1,2,26,240000
1,3,1,32,120000
2,1,1,44,240000
1,1,2,45,300000
2,2,1,40,100000
2,1,2,25,200000
1,2,1,39,50000
2,1,1,40,100000
1,1,2,39,500000
1,5,2,50,20000
2,1,2,39,280000
2,1,2,23,160000
1,2,2,21,30000
1,1,3,45,50000
1,1,2,24,20000
1,1,2,32,140000
1,3,2,27,130000
2,2,2,23,100000
1,2,2,25,100000
1,2,2,26,50000
1,1,2,31,360000
1,3,3,42,10000
1,3,1,65,50000
1,2,2,24,10000
1,1,1,38,210000
1,2,1,31,320000
2,2,2,23,70000
2,2,2,24,160000
1,2,1,36,180000
2,2,1,27,70000
2,2,2,30,280000
1,1,2,29,40000
2,3,2,51,50000
2,5,1,25,80000
1,3,2,42,30000
2,2,1,24,20000
2,2,2,42,130000
1,2,2,25,10000
2,1,2,25,70000
1,1,2,34,280000
1,1,1,34,300000
2,2,1,40,50000
1,2,1,29,230000
2,2,1,39,80000
1,1,2,38,50000
2,2,2,40,470000
1,2,2,39,210000
2,1,2,32,200000
1,2,1,46,50000
2,2,1,37,300000
2,1,1,33,500000
2,2,1,36,150000
1,2,2,25,50000
1,1,1,37,270000
2,2,2,27,60000
2,3,2,31,200000
2,2,2,23,50000
2,1,2,31,140000
2,2,2,25,120000
1,2,1,29,20000
2,1,2,30,210000
2,3,2,27,70000
1,2,2,37,230000
2,2,1,33,270000
1,1,2,56,20000
2,1,2,30,120000
2,1,2,24,140000
2,2,2,33,180000
1,1,1,36,190000
2,2,2,29,100000
2,1,2,26,50000
1,3,1,44,150000
2,2,1,38,250000
2,1,1,24,220000
1,3,2,28,200000
2,2,1,44,250000
2,1,2,32,280000
1,3,1,64,30000
2,2,2,29,80000
2,2,2,31,380000
2,2,1,32,350000
1,1,2,48,160000
1,3,1,45,70000
1,1,1,33,150000
2,1,1,39,160000
1,2,2,27,40000
2,2,2,30,350000
1,3,2,27,50000
2,1,1,38,220000
2,1,1,26,200000
1,1,1,41,390000
1,1,2,32,330000
1,1,1,60,100000
2,2,1,58,70000
2,1,1,41,240000
1,2,2,23,30000
2,2,1,43,30000
1,2,2,29,160000
2,2,1,40,120000
2,2,1,55,10000
1,1,2,33,470000
2,2,2,26,200000
1,4,2,22,50000
2,1,2,29,90000
2,1,1,35,220000
2,2,2,23,40000
1,3,1,50,200000
1,2,1,43,120000
1,1,1,43,210000
2,2,2,22,30000
1,2,1,54,110000
1,2,1,35,280000
2,1,1,31,150000
1,3,2,49,20000
1,2,2,25,80000
1,2,1,43,50000
1,1,2,36,170000
1,1,1,45,200000
1,1,2,38,300000
1,2,1,46,100000
1,1,2,28,80000
1,1,1,32,30000
2,1,1,35,80000
1,1,2,30,60000
2,2,2,24,110000
2,2,1,46,10000
2,3,2,32,290000
1,1,2,26,30000
1,2,2,45,60000
1,3,1,49,150000
2,3,1,40,750000
1,2,1,29,30000
2,2,2,51,160000
2,2,1,31,50000
2,1,2,42,50000
1,2,2,30,160000
2,1,2,23,150000
2,2,1,42,30000
1,1,1,35,350000
2,1,2,24,20000
1,2,2,39,50000
1,3,1,27,180000
1,3,2,23,30000
1,2,1,52,100000
1,2,2,24,20000
1,1,2,29,80000
1,2,1,43,150000
2,1,2,30,230000
1,1,1,25,50000
2,1,2,39,210000
1,2,3,41,50000
2,2,1,37,240000
2,3,2,40,500000
1,2,2,28,210000
2,2,1,40,160000
2,1,2,48,250000
2,1,2,46,500000
1,2,1,35,100000
2,2,2,26,20000
2,2,1,30,30000
2,1,2,27,50000
1,2,2,27,160000
1,3,2,28,50000
2,3,1,25,90000
1,2,2,28,20000
1,1,1,44,50000
2,3,2,39,230000
1,2,2,31,150000
1,1,2,45,50000
2,1,2,36,280000
2,1,1,37,500000
2,2,1,47,90000
1,1,2,29,360000
1,2,2,50,140000
1,1,2,44,140000
2,1,2,44,230000
2,2,2,25,50000
2,2,1,50,130000
2,1,2,44,330000
1,1,2,30,210000
2,1,1,27,10000
2,2,1,54,50000
2,1,1,46,100000
2,3,1,26,70000
2,2,1,45,50000
2,1,1,28,170000
2,2,1,50,100000
1,1,1,36,80000
1,3,2,27,150000
2,3,2,23,50000
1,2,1,34,80000
2,1,2,24,120000
1,3,1,47,470000
2,3,1,52,80000
1,1,2,30,60000
1,2,2,42,80000
1,2,1,57,50000
1,1,1,43,500000
1,2,2,26,110000
2,2,1,44,80000
1,2,2,27,50000
2,1,1,44,400000
2,1,2,29,90000
2,5,1,53,150000
2,1,1,35,360000
1,3,1,29,170000
1,3,2,37,110000
2,1,2,29,220000
2,2,1,36,200000
2,1,2,47,500000
1,1,1,48,340000
2,2,2,32,180000
1,1,2,44,490000
2,2,2,26,60000
1,1,2,30,250000
2,2,2,30,20000
1,3,1,39,170000
2,3,2,37,160000
2,1,2,25,80000
2,1,1,36,380000
2,3,1,33,70000
1,1,2,29,80000
1,2,1,58,380000
2,1,2,24,230000
1,2,2,28,130000
2,1,1,35,160000
2,3,1,42,50000
1,1,1,45,180000
2,2,2,31,220000
2,3,1,41,200000
1,3,1,41,520000
1,2,2,46,30000
2,2,3,41,150000
2,2,1,32,210000
2,2,2,36,50000
2,2,1,37,20000
1,1,1,44,290000
2,2,2,32,50000
2,3,1,42,130000
1,2,2,24,60000
1,1,2,25,20000
2,2,2,35,160000
2,3,1,39,250000
1,3,1,38,80000
2,2,1,33,60000
1,2,2,30,80000
1,2,2,25,60000
1,1,1,38,410000
2,1,2,34,240000
1,3,2,46,30000
2,2,2,31,200000
2,2,1,46,180000
1,2,2,32,100000
2,5,2,42,50000
2,3,2,45,60000
2,1,2,26,50000
2,1,1,34,240000
2,1,2,29,220000
1,3,2,42,40000
2,1,2,23,80000
1,2,2,52,320000
1,2,1,43,420000
1,2,1,48,500000
2,2,2,24,290000
1,1,1,45,190000
1,1,2,33,100000
2,2,2,26,230000
1,2,1,36,50000
1,2,1,43,210000
2,2,2,24,90000
1,3,1,56,480000
1,1,2,41,120000
1,2,2,28,160000
1,2,1,27,110000
2,2,1,60,260000
1,1,2,24,80000
1,2,1,58,50000
2,2,1,45,50000
2,2,2,29,100000
1,3,1,56,20000
2,1,1,44,260000
2,1,1,42,680000
1,2,2,25,50000
2,1,2,27,170000
2,2,1,37,210000
1,1,1,51,500000
2,1,1,45,180000
2,2,1,37,340000
1,3,2,30,160000
2,2,1,22,30000
2,2,1,44,230000
1,3,2,22,30000
1,2,2,33,480000
1,1,1,44,360000
1,1,1,50,500000
1,1,1,37,220000
2,1,2,29,100000
2,2,2,31,200000
1,1,2,40,200000
2,2,2,23,90000
1,2,2,24,50000
2,2,1,42,80000
2,1,1,48,260000
2,3,1,25,80000
1,1,2,23,20000
1,2,2,53,50000
2,1,2,29,90000
1,2,1,30,290000
2,3,1,30,20000
2,1,2,36,230000
2,2,2,34,360000
1,2,2,40,50000
1,2,2,36,80000
2,2,2,56,100000
2,1,2,28,390000
1,2,1,52,120000
2,2,2,35,20000
2,2,2,24,150000
1,2,1,38,20000
1,1,1,44,20000
1,1,2,44,250000
2,2,2,25,230000
1,3,1,40,20000
2,2,1,41,80000
2,2,2,32,310000
1,1,2,49,480000
2,1,2,24,20000
1,3,1,22,50000
1,2,1,35,190000
1,2,2,41,50000
2,2,2,29,50000
1,2,1,38,50000
2,2,1,45,300000
1,2,1,33,60000
1,1,2,28,260000
1,1,2,27,190000
1,3,3,53,500000
2,1,2,31,300000
1,2,2,43,50000
2,3,1,27,50000
2,2,1,42,130000
1,1,1,38,80000
1,2,3,37,50000
2,2,2,31,50000
2,1,2,27,120000
2,1,2,33,220000
2,1,2,35,50000
2,1,2,29,90000
2,2,2,43,360000
2,2,1,49,280000
2,1,1,57,270000
1,1,1,31,200000
1,3,2,25,80000
2,1,2,34,60000
2,2,2,31,60000
2,1,2,28,90000
2,3,3,48,10000
1,2,2,36,140000
1,1,1,42,280000
2,2,1,24,140000
1,3,1,52,110000
2,3,2,26,120000
2,2,1,39,130000
1,2,1,48,290000
1,2,1,33,80000
2,2,2,22,50000
2,2,1,33,450000
1,3,1,37,50000
2,1,2,27,170000
1,2,2,30,210000
2,2,2,23,30000
1,1,2,33,230000
1,2,2,34,170000
2,2,2,22,20000
1,3,1,54,50000
2,2,1,42,100000
2,1,2,27,140000
2,1,2,30,100000
2,1,1,37,150000
2,3,2,23,60000
1,3,1,33,200000
2,1,2,27,200000
2,1,2,35,50000
1,2,2,32,60000
2,3,1,32,50000
2,2,1,55,140000
2,1,2,41,640000
1,2,1,41,210000
2,2,1,27,60000
2,2,1,32,80000
2,1,1,37,290000
2,1,2,28,150000
2,2,2,40,200000
2,2,2,29,130000
1,2,2,34,490000
1,2,1,40,200000
2,1,1,54,210000
2,1,2,29,260000
1,2,1,42,80000
1,3,1,53,50000
2,2,2,30,210000
2,2,3,52,210000
2,3,1,41,40000
2,2,1,33,110000
1,1,2,49,50000
2,1,2,27,80000
2,1,2,37,80000
2,1,2,43,250000
2,1,2,27,100000
1,2,2,29,50000
2,1,2,32,150000
1,2,2,30,70000
1,1,2,29,150000
2,1,2,31,360000
1,2,2,29,90000
2,2,1,28,160000
2,2,2,36,70000
2,2,1,33,360000
2,1,2,33,420000
2,2,1,47,50000
2,2,2,28,160000
2,2,1,38,100000
2,3,1,41,240000
2,1,2,42,390000
2,2,1,37,80000
2,1,2,29,360000
2,2,1,34,210000
2,1,2,28,320000
2,3,1,50,20000
2,2,1,27,180000
1,2,1,50,490000
2,2,2,22,30000
2,1,1,34,290000
2,2,1,46,340000
2,2,1,43,40000
1,2,2,23,50000
1,2,2,30,30000
2,1,2,34,60000
1,5,2,29,180000
1,3,1,57,160000
1,1,1,33,170000
1,2,1,42,50000
1,2,1,45,50000
2,1,1,32,360000
2,2,1,35,160000
2,1,2,39,260000
2,1,2,31,350000
2,2,2,26,30000
2,2,2,27,180000
2,1,2,30,230000
2,1,2,29,50000
1,2,1,38,370000
1,2,1,42,30000
1,1,2,31,280000
2,2,2,53,210000
2,1,1,49,150000
2,1,2,30,170000
1,2,2,28,80000
2,2,1,29,30000
1,2,2,38,50000
2,2,2,24,140000
2,1,1,22,30000
1,2,1,45,50000
1,1,2,24,20000
1,1,1,37,180000
1,2,2,46,30000
1,2,2,26,210000
1,2,2,35,30000
2,2,2,31,50000
2,1,2,31,270000
2,2,2,25,70000
1,2,2,32,110000
2,1,2,24,20000
1,2,1,37,150000
1,1,1,59,420000
1,1,2,24,20000
1,2,2,51,50000
1,1,2,51,170000
1,3,1,35,20000
2,3,2,36,360000
2,1,2,34,280000
1,1,2,35,340000
1,1,1,46,180000
1,1,2,33,280000
1,1,2,27,60000
1,1,1,56,150000
2,1,2,24,300000
2,1,1,34,210000
1,1,2,29,50000
2,1,2,30,140000
2,1,2,42,180000
1,3,1,44,380000
2,2,2,22,10000
1,3,1,45,50000
2,2,2,22,50000
2,1,2,25,50000
2,2,1,37,140000
1,2,2,36,110000
1,2,1,63,260000
2,2,2,26,50000
2,1,2,30,180000
2,2,2,26,150000
2,1,1,39,80000
2,1,2,31,210000
1,1,1,44,320000
2,2,1,36,100000
2,1,1,35,100000
1,1,2,24,50000
1,3,1,43,240000
2,1,2,33,300000
2,1,2,30,200000
2,1,1,31,270000
2,1,2,26,150000
2,2,2,29,260000
2,2,2,24,50000
2,2,1,32,130000
2,1,2,28,80000
1,1,2,32,20000
2,2,1,50,410000
1,2,1,36,80000
2,3,1,58,160000
2,1,2,40,500000
2,2,1,36,20000
2,4,1,34,180000
2,2,1,45,200000
1,3,1,44,310000
1,1,2,40,160000
2,3,1,61,170000
1,1,1,45,500000
2,1,2,28,140000
2,3,1,48,80000
2,2,2,28,420000
2,3,0,24,90000
2,1,2,31,280000
1,3,1,44,20000
2,2,1,31,170000
2,2,2,26,30000
1,3,2,26,20000
2,1,1,49,280000
2,3,2,40,30000
2,1,1,38,170000
2,1,1,38,290000
2,1,2,24,290000
2,2,2,33,360000
2,2,1,34,190000
1,2,2,26,90000
1,3,2,48,20000
2,2,1,42,290000
2,1,2,38,460000
2,1,2,26,230000
1,2,1,37,170000
2,1,1,40,180000
1,2,2,27,20000
1,2,1,25,50000
1,1,2,30,200000
2,3,1,53,80000
1,1,1,53,380000
1,1,1,40,500000
1,2,1,49,170000
2,1,2,23,20000
2,2,1,32,320000
2,1,2,23,50000
1,2,1,45,400000
2,1,2,33,320000
1,1,2,28,200000
1,1,2,28,20000
2,3,2,42,230000
2,1,2,29,130000
1,1,2,28,310000
2,3,2,58,50000
1,3,2,45,90000
2,3,1,42,260000
1,1,2,36,270000
2,1,2,30,210000
2,2,2,52,220000
1,2,2,30,80000
2,3,2,61,50000
2,2,1,39,20000
2,1,2,23,20000
2,1,2,25,100000
1,2,2,32,320000
2,2,2,31,200000
2,1,2,25,80000
2,2,1,34,120000
1,2,2,43,20000
2,1,1,35,200000
2,2,1,24,140000
1,2,1,52,50000
1,2,2,25,60000
1,2,2,30,50000
2,2,2,33,200000
1,2,1,53,20000
2,1,1,32,200000
2,3,1,49,350000
2,3,1,40,50000
1,2,1,44,120000
1,2,1,35,150000
2,2,1,48,180000
2,2,2,27,120000
2,1,1,55,130000
2,2,1,41,80000
2,2,1,49,390000
2,1,2,27,50000
1,2,2,31,50000
2,2,1,29,320000
2,2,3,48,50000
2,2,1,43,200000
1,3,2,59,30000
2,2,1,36,290000
2,3,1,57,50000
2,2,1,52,50000
1,3,1,45,140000
1,2,1,43,50000
2,2,2,23,80000
2,1,2,31,50000
2,2,2,28,280000
2,2,1,53,80000
2,2,1,29,60000
2,1,2,26,360000
1,2,2,32,520000
2,2,1,43,210000
1,1,2,26,360000
1,1,2,27,100000
2,3,1,45,50000
2,2,1,31,280000
1,1,2,26,120000
1,1,2,29,50000
2,1,1,48,360000
2,2,1,35,140000
1,1,2,25,130000
2,1,1,33,240000
2,3,2,40,70000
1,2,3,45,80000
2,5,3,35,20000
2,2,2,29,180000
1,2,2,25,80000
2,2,2,39,300000
1,2,2,31,70000
2,1,1,30,180000
1,2,1,33,150000
2,3,2,36,30000
2,1,2,24,180000
1,2,2,31,20000
1,2,2,29,30000
1,1,2,38,500000
2,1,2,29,290000
2,2,1,47,500000
1,2,2,37,150000
1,1,1,37,200000
2,2,2,23,50000
2,1,1,47,180000
2,1,1,40,150000
2,2,2,34,210000
2,5,2,23,30000
1,3,1,51,360000
2,2,1,38,60000
2,2,2,25,230000
1,3,1,39,260000
2,2,2,34,210000
2,1,2,42,200000
1,2,1,37,20000
1,3,2,53,30000
2,1,2,32,180000
1,2,1,28,50000
1,3,1,43,200000
2,1,2,27,140000
2,1,2,42,250000
1,1,1,43,200000
2,1,2,30,80000
2,3,1,48,60000
2,1,2,29,360000
1,1,2,23,50000
2,3,2,36,240000
2,2,2,30,330000
2,2,2,25,50000
1,3,2,33,110000
1,3,2,29,30000
1,2,1,36,20000
1,1,2,43,20000
1,1,2,31,160000
1,2,2,24,80000
2,1,1,47,180000
1,2,2,27,80000
1,1,2,30,150000
1,1,2,29,130000
1,3,2,32,240000
2,1,2,28,400000
1,2,2,32,500000
1,1,2,22,20000
1,1,2,35,240000
2,2,1,26,110000
2,2,2,26,80000
1,3,1,58,50000
1,1,1,37,330000
1,3,1,40,200000
2,5,1,32,230000
2,2,2,26,140000
1,2,1,34,360000
1,3,1,46,70000
2,2,1,40,360000
2,1,2,27,260000
2,3,3,29,80000
2,2,2,48,180000
2,1,2,30,190000
1,1,1,50,190000
1,1,1,39,260000
1,2,2,27,200000
2,1,2,47,340000
2,2,1,47,200000
2,1,1,36,150000
1,2,1,40,100000
2,2,1,45,100000
2,5,2,34,200000
1,1,2,39,230000
1,1,1,40,200000
1,1,2,28,140000
1,2,2,24,30000
2,2,2,30,100000
1,2,1,41,50000
2,1,1,41,330000
2,1,1,36,500000
2,2,2,31,500000
2,2,2,28,50000
2,1,2,25,50000
2,2,1,42,50000
1,2,1,51,20000
2,3,2,24,70000
2,1,2,34,60000
1,1,2,36,230000
1,3,1,58,60000
1,2,1,43,330000
2,1,1,35,500000
2,3,1,45,30000
2,1,1,53,160000
1,2,2,40,110000
2,1,2,35,50000
2,2,1,43,50000
